# species: Homo sapiens
# support: EXP, IMP, ISS, ISM, TAS, IEA, IBA, IRD, IDA, IGI, ISO, IGC, NAS, IBD, IPI, IEP, ISA, RCA, IC, IKR
# associations retrieved on: 2014-05-23 08:58:52-04
# gofunc built on: 2013-10-27 21:51:15.890197-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.goa_human.gz
#   revision: 0
#   downloaded on: 2013-10-27 16:13:44-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201310-assocdb-tables.tar.gz
#   downloaded on: 2013-10-17 16:47:31-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2012-02-05 16:36:50.758813-05
#     synergizer db built from: Ensembl Genes 65 / Ensembl Metazoa Genes 12 / Ensembl Plants Genes 10
#   namespace: ensembl_gene_id
#   coverage: 99.6%
# size of "genespace": 9651
# number of attributes: 14476
# NOTE: these associations have been restricted to the genes included
# in the user-supplied gene space.
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 2581
# Number of entities in query: 2581
# Total number of entities: 9651
# Total number of attributes: 14476
# Original total number of attributes: 17521
# Translation required: yes
# Translation coverage: 0.995851
# Mode: ordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IBA, IRD, IDA, IGI, ISO, IGC, NAS, IBD, IPI, IEP, ISA, RCA, IC, IKR
OVERREPRESENTED ATTRIBUTES
N	M	X	LOD	P	P_adj	attrib ID	attrib name
26	1923	51	0.625211995838958	6.96361826480331e-07	0.036	GO:0009410	response to xenobiotic stimulus
28	2345	49	0.619846019805088	8.50673467194247e-07	0.045	GO:0003015	heart process
28	2345	49	0.619846019805088	8.50673467194247e-07	0.045	GO:0060047	heart contraction
22	484	128	0.616921268046702	3.31195146805313e-07	0.02	GO:0044297	cell body
31	1015	97	0.615279347264225	6.95412291609988e-09	0	GO:0045177	apical part of cell
27	1330	69	0.613836838756426	1.4603321271581e-07	0.011	GO:0051480	cytosolic calcium ion homeostasis
28	1298	73	0.612381418167375	8.39484171441176e-08	0.004	GO:0034341	response to interferon-gamma
69	2405	121	0.610260332750184	3.94378992749821e-14	0	GO:0008015	blood circulation
69	2405	122	0.602005485149285	6.89407253665147e-14	0	GO:0003013	circulatory system process
64	1315	170	0.60020547216803	2.28197672503218e-15	0	GO:0031252	cell leading edge
101	1036	329	0.600168579184382	5.36652980555758e-24	0	GO:0007155	cell adhesion
101	1036	330	0.598220311854277	6.96804910354815e-24	0	GO:0022610	biological adhesion
35	1432	87	0.596806376238151	6.47741105638102e-09	0	GO:0006936	muscle contraction
50	978	168	0.594036515326702	8.31517357561105e-13	0	GO:0007186	G-protein coupled receptor signaling pathway
36	2409	64	0.590265006142508	8.58448294225243e-08	0.004	GO:0022838	substrate-specific channel activity
25	1071	78	0.589268893817456	5.2550692356331e-07	0.029	GO:0033218	amide binding
35	2409	63	0.578017556877469	1.96744212820304e-07	0.013	GO:0005216	ion channel activity
88	1229	257	0.576935807954768	1.53895857033288e-19	0	GO:0044421	extracellular region part
78	1649	183	0.572792446335129	2.41240667093666e-16	0	GO:0009986	cell surface
28	1431	72	0.571839873140499	4.77500354756032e-07	0.026	GO:0001763	morphogenesis of a branching structure
41	1432	106	0.569720923112858	1.35458063945241e-09	0	GO:0003012	muscle system process
35	1398	92	0.569533809303752	1.90745797740003e-08	0.001	GO:0018212	peptidyl-tyrosine modification
154	1229	468	0.568637940301447	1.46521000649561e-31	0	GO:0005576	extracellular region
157	2411	291	0.567163794517408	6.84229205491798e-27	0	GO:0004872	receptor activity
27	1431	70	0.565942246135048	9.23805921459882e-07	0.05	GO:0061138	morphogenesis of a branching epithelium
44	2245	84	0.565447491158004	5.96286397423178e-09	0	GO:0045216	cell-cell junction organization
34	1398	90	0.564478532589323	3.72965222634513e-08	0.002	GO:0018108	peptidyl-tyrosine phosphorylation
27	850	106	0.563942939788168	2.93600044688736e-07	0.017	GO:0044456	synapse part
42	743	187	0.562175852361816	1.53274656995643e-10	0	GO:0007610	behavior
60	1480	156	0.551956244719538	1.18513960890017e-12	0	GO:0044057	regulation of system process
57	2346	108	0.548727452825333	1.47622979382074e-10	0	GO:0006909	phagocytosis
37	2289	71	0.548562465190588	1.94479524658506e-07	0.013	GO:0015267	channel activity
37	2289	71	0.548562465190588	1.94479524658506e-07	0.013	GO:0022803	passive transmembrane transporter activity
86	1754	200	0.547059339548704	1.80849088382721e-16	0	GO:0003779	actin binding
34	1328	96	0.546895930155172	6.54286809859933e-08	0.003	GO:0030424	axon
39	1124	127	0.540340714655641	5.86968948147026e-09	0	GO:0002443	leukocyte mediated immunity
37	2182	74	0.539606399008285	2.09623345691956e-07	0.014	GO:0005516	calmodulin binding
40	850	165	0.538402849331175	2.01019167041007e-09	0	GO:0045202	synapse
42	874	170	0.536092563216608	9.93392785600638e-10	0	GO:0032101	regulation of response to external stimulus
27	779	120	0.535484361861726	7.4279446631274e-07	0.041	GO:0007600	sensory perception
28	787	124	0.532715074780672	5.2853930892082e-07	0.029	GO:0051146	striated muscle cell differentiation
35	1015	126	0.529097139497204	4.38754943856591e-08	0.002	GO:0002250	adaptive immune response
39	1051	137	0.527312473846902	9.34251075939472e-09	0	GO:0006887	exocytosis
45	2245	90	0.524444943523935	2.61605255155569e-08	0.002	GO:0034329	cell junction assembly
31	1015	114	0.515552217548823	4.32900966693384e-07	0.025	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
38	1482	104	0.511594174481551	8.52436505069436e-08	0.004	GO:0010975	regulation of neuron projection development
139	1662	359	0.508716226270893	4.39797239211211e-23	0	GO:0031226	intrinsic to plasma membrane
58	951	231	0.50758355819306	9.8652697666385e-12	0	GO:0051050	positive regulation of transport
67	1036	249	0.507500939890052	3.9061205829004e-13	0	GO:0006935	chemotaxis
67	1036	249	0.507500939890052	3.9061205829004e-13	0	GO:0042330	taxis
52	2334	104	0.502854720902434	9.15571291309564e-09	0	GO:0006816	calcium ion transport
38	1121	132	0.501362316193456	5.94444167974357e-08	0.003	GO:0030425	dendrite
49	2245	101	0.499267840228132	2.23220238522657e-08	0.002	GO:0034330	cell junction organization
133	1662	349	0.496090486589262	2.19129404262882e-21	0	GO:0005887	integral to plasma membrane
74	1131	261	0.495702064392631	1.12068623587141e-13	0	GO:0030029	actin filament-based process
55	2334	111	0.495431280461827	5.21565328307256e-09	0	GO:0072511	divalent inorganic cation transport
70	2134	151	0.493585203316025	2.6150094532667e-11	0	GO:0002429	immune response-activating cell surface receptor signaling pathway
86	2222	181	0.49268035163894	2.68495021461593e-13	0	GO:0030334	regulation of cell migration
106	2222	224	0.492019468949189	6.09970740202691e-16	0	GO:0051270	regulation of cellular component movement
31	787	149	0.487617571560998	8.9433212651531e-07	0.049	GO:0014706	striated muscle tissue development
54	2334	110	0.487344319576818	1.09021233816467e-08	0	GO:0070838	divalent metal ion transport
32	787	154	0.487148444584561	6.14984745443495e-07	0.034	GO:0060537	muscle tissue development
40	1648	105	0.484531107104087	2.02407628401393e-07	0.013	GO:0050870	positive regulation of T cell activation
44	2134	96	0.481009435488246	1.93193357704496e-07	0.013	GO:0050851	antigen receptor-mediated signaling pathway
67	1930	158	0.480106278361754	8.29877212819981e-11	0	GO:0002009	morphogenesis of an epithelium
34	787	166	0.479658554459481	3.92955090123539e-07	0.021	GO:0042692	muscle cell differentiation
50	1051	191	0.479228679386683	1.8724181274212e-09	0	GO:0015629	actin cytoskeleton
139	2364	287	0.479087953270251	4.13334002344032e-19	0	GO:0030054	cell junction
127	2336	264	0.478947185424022	1.05624515728922e-17	0	GO:0005543	phospholipid binding
93	2222	201	0.471704294990404	2.09467609527196e-13	0	GO:2000145	regulation of cell motility
97	2222	210	0.470851021799256	7.18410105357514e-14	0	GO:0040012	regulation of locomotion
53	2542	104	0.469146841417982	6.46762576799422e-08	0.003	GO:0006874	cellular calcium ion homeostasis
55	2542	108	0.468765457552857	3.77952634235859e-08	0.002	GO:0055074	calcium ion homeostasis
63	1451	189	0.465252954565232	1.7589170234005e-10	0	GO:0048729	tissue morphogenesis
56	2295	119	0.462059643037658	2.08630845526255e-08	0.001	GO:0030168	platelet activation
188	2472	387	0.46046382355619	2.98998163146671e-23	0	GO:0004871	signal transducer activity
188	2472	387	0.46046382355619	2.98998163146671e-23	0	GO:0060089	molecular transducer activity
75	1685	202	0.459764402152536	1.36826894975151e-11	0	GO:0006954	inflammatory response
175	2313	378	0.459027863123357	3.16894959337926e-22	0	GO:0016477	cell migration
39	1652	106	0.458934433827961	8.71002155703181e-07	0.047	GO:0043588	skin development
299	2370	647	0.458861626545812	1.40159419456598e-35	0	GO:0044459	plasma membrane part
44	787	226	0.454460961313265	3.77512666406875e-08	0.002	GO:0061061	muscle structure development
191	2313	416	0.4542578690213	1.15832503003212e-23	0	GO:0048870	cell motility
191	2313	416	0.4542578690213	1.15832503003212e-23	0	GO:0051674	localization of cell
64	1131	242	0.450849825816825	1.44726965712017e-10	0	GO:0030036	actin cytoskeleton organization
49	1581	140	0.44975930074117	5.27654575292275e-08	0.002	GO:0050863	regulation of T cell activation
40	1145	149	0.448632169637501	3.81205380080061e-07	0.021	GO:0007411	axon guidance
40	1145	149	0.448632169637501	3.81205380080061e-07	0.021	GO:0097485	neuron projection guidance
57	2542	115	0.445379721376366	7.34390562076251e-08	0.003	GO:0072507	divalent inorganic cation homeostasis
60	2352	128	0.444983849356673	2.09700260616932e-08	0.001	GO:0044708	single-organism behavior
55	2542	111	0.444886116564662	1.25729866343272e-07	0.008	GO:0072503	cellular divalent inorganic cation homeostasis
84	1142	322	0.442261737299242	6.62856616693667e-13	0	GO:0097458	neuron part
52	2450	108	0.442203756344542	2.49543559362769e-07	0.014	GO:0010038	response to metal ion
67	1581	195	0.440088590994022	4.71308178876952e-10	0	GO:0002694	regulation of leukocyte activation
123	2277	273	0.439591754648562	2.33151764754082e-15	0	GO:0022603	regulation of anatomical structure morphogenesis
165	2336	363	0.436605129133348	1.59117063564616e-19	0	GO:0008289	lipid binding
51	2439	107	0.436334211216987	4.15885866188338e-07	0.024	GO:0030335	positive regulation of cell migration
70	2273	155	0.436045934708191	2.15870452318846e-09	0	GO:0022604	regulation of cell morphogenesis
247	2358	549	0.43282910050844	1.73728764434675e-27	0	GO:0040011	locomotion
77	2479	161	0.43233594091195	9.15084299754123e-10	0	GO:0051241	negative regulation of multicellular organismal process
85	2063	204	0.431553686442029	3.22915350394381e-11	0	GO:0050865	regulation of cell activation
50	2334	109	0.430830131162693	5.53142004210866e-07	0.03	GO:0042391	regulation of membrane potential
67	1141	261	0.429118339198143	3.17450643721248e-10	0	GO:0044463	cell projection part
65	2299	144	0.42843725551014	1.33449098640199e-08	0	GO:0043410	positive regulation of MAPK cascade
92	2210	211	0.427404739471504	1.34066147714994e-11	0	GO:0005509	calcium ion binding
54	2439	115	0.424339108582097	3.52297244076112e-07	0.02	GO:0051272	positive regulation of cellular component movement
55	1145	215	0.422696674184798	1.63230762601227e-08	0.001	GO:0061564	axon development
53	1145	208	0.419966428465638	3.43926378415122e-08	0.002	GO:0007409	axonogenesis
88	2295	198	0.419808576969291	9.07875551708267e-11	0	GO:0001568	blood vessel development
145	1174	577	0.419803569740853	6.46960385351509e-19	0	GO:0009605	response to external stimulus
59	1581	177	0.418744991856915	1.85238451261126e-08	0.001	GO:0051249	regulation of lymphocyte activation
87	1498	275	0.418228857958388	9.02505225651809e-12	0	GO:0043005	neuron projection
60	2295	135	0.41665460266788	8.92594828336798e-08	0.005	GO:0001525	angiogenesis
92	2295	208	0.41647131040543	4.67076080178211e-11	0	GO:0001944	vasculature development
52	2439	112	0.414918414975004	8.94716106501365e-07	0.049	GO:0040017	positive regulation of locomotion
75	1451	244	0.414797697056099	2.48607850128348e-10	0	GO:0048812	neuron projection morphogenesis
64	1145	255	0.413252780448087	2.47288106889594e-09	0	GO:0006897	endocytosis
74	2295	168	0.411164292060527	4.63149298928872e-09	0	GO:0048514	blood vessel morphogenesis
71	1655	209	0.408303682377921	2.01348517986227e-09	0	GO:0042110	T cell activation
95	1451	314	0.408233566888395	2.60974910462128e-12	0	GO:0060429	epithelium development
46	1430	152	0.408125667119643	7.98818235493661e-07	0.044	GO:0007423	sensory organ development
93	2134	225	0.407026250817395	4.78159578772865e-11	0	GO:0002768	immune response-regulating cell surface receptor signaling pathway
72	1451	237	0.406831209072592	1.01814084752742e-09	0	GO:0048667	cell morphogenesis involved in neuron differentiation
229	2464	510	0.40118763262975	1.47852590338489e-22	0	GO:0009611	response to wounding
667	2550	1544	0.40034299163532	1.75089639605287e-55	0	GO:0071944	cell periphery
55	2303	126	0.400076263528483	7.02159720261264e-07	0.037	GO:0031344	regulation of cell projection organization
100	2273	233	0.399593512316002	3.1304567884224e-11	0	GO:0060284	regulation of cell development
634	2487	1495	0.398765511450903	3.03620278097749e-53	0	GO:0005886	plasma membrane
101	2450	224	0.393764871693207	7.91510068106593e-11	0	GO:1901615	organic hydroxy compound metabolic process
58	1509	188	0.393496356767062	9.7593296741776e-08	0.005	GO:0030855	epithelial cell differentiation
92	1150	382	0.392727230876522	1.08518573358814e-11	0	GO:0008092	cytoskeletal protein binding
61	2273	143	0.390652474661825	2.88778169777805e-07	0.017	GO:0045664	regulation of neuron differentiation
91	2334	210	0.390369123901301	5.80721527307987e-10	0	GO:0030001	metal ion transport
65	2356	149	0.387290337310791	1.78479575909857e-07	0.013	GO:0090066	regulation of anatomical structure size
56	1866	155	0.382155469438315	6.08738943935968e-07	0.033	GO:0005096	GTPase activator activity
81	1528	266	0.381933571508628	1.04098662285435e-09	0	GO:0007596	blood coagulation
74	2273	176	0.381030974725383	3.33696957182233e-08	0.002	GO:0050767	regulation of neurogenesis
143	2546	316	0.377598173728352	1.60968837160759e-13	0	GO:0032940	secretion by cell
81	1528	268	0.377166784864503	1.54355339487173e-09	0	GO:0050817	coagulation
273	2357	654	0.376158856096436	3.76974193350428e-24	0	GO:0006928	cellular component movement
87	2450	197	0.375828275593448	5.69112497374696e-09	0	GO:0006066	alcohol metabolic process
137	2464	311	0.375552378543469	4.44285234925683e-13	0	GO:0042060	wound healing
81	1528	269	0.374801977779262	1.87501500852172e-09	0	GO:0007599	hemostasis
55	1451	190	0.373944043408028	5.63355438213487e-07	0.03	GO:0035295	tube development
72	2474	162	0.37351910292617	1.29741572084124e-07	0.008	GO:0006875	cellular metal ion homeostasis
79	2273	190	0.373141716533764	2.08598581877913e-08	0.001	GO:0051960	regulation of nervous system development
181	2302	438	0.372255704360177	9.22278613168263e-17	0	GO:0001775	cell activation
70	2450	159	0.371720175268085	2.02057204365452e-07	0.013	GO:0010035	response to inorganic substance
227	2352	545	0.37035959737467	4.23076477599889e-20	0	GO:0003008	system process
128	2346	304	0.369158058241338	3.09611412025746e-12	0	GO:0050778	positive regulation of immune response
80	1480	276	0.367908131866696	3.64443619393823e-09	0	GO:0019725	cellular homeostasis
120	2296	291	0.36536080015515	1.71606759748955e-11	0	GO:0000904	cell morphogenesis involved in differentiation
78	2474	178	0.363006039698079	8.19583969956854e-08	0.004	GO:0006873	cellular ion homeostasis
140	2580	312	0.362226031821596	1.9286048346564e-12	0	GO:0048878	chemical homeostasis
101	2079	266	0.361003649687536	4.61706865692017e-10	0	GO:0006812	cation transport
157	2546	356	0.358288639393925	1.46626249736765e-13	0	GO:0046903	secretion
99	2580	221	0.356926271770668	3.96320600300902e-09	0	GO:0050801	ion homeostasis
95	2580	212	0.356817648961064	8.00770011060714e-09	0	GO:0055082	cellular chemical homeostasis
117	2555	264	0.356076645624825	1.7766322697159e-10	0	GO:0002253	activation of immune response
76	2474	175	0.355839868004607	1.8773808653732e-07	0.013	GO:0030003	cellular cation homeostasis
174	2555	396	0.354855946431107	1.41018524323782e-14	0	GO:0002684	positive regulation of immune system process
79	2575	177	0.353361410601463	1.62697538731966e-07	0.011	GO:0051046	regulation of secretion
130	2296	321	0.352868927012046	1.09360417565078e-11	0	GO:0031175	neuron projection development
81	2580	182	0.350102356936686	1.44537491165203e-07	0.011	GO:0055065	metal ion homeostasis
135	2295	335	0.349971323221582	6.38654237686441e-12	0	GO:0072358	cardiovascular system development
135	2295	335	0.349971323221582	6.38654237686441e-12	0	GO:0072359	circulatory system development
229	2273	582	0.348483394966435	1.28791291331477e-18	0	GO:0042995	cell projection
120	1833	359	0.347437977688331	2.58696849710842e-11	0	GO:0048666	neuron development
140	2364	341	0.346600655140257	5.20144369722085e-12	0	GO:0002252	immune effector process
121	2345	296	0.346247633591418	1.20993615099935e-10	0	GO:0046649	lymphocyte activation
124	2277	312	0.343230550705151	8.05757999857462e-11	0	GO:0051094	positive regulation of developmental process
178	2346	441	0.342425030072677	1.74798492780728e-14	0	GO:0050776	regulation of immune response
101	2346	248	0.341182991831602	5.50609459528561e-09	0	GO:0002757	immune response-activating signal transduction
91	2336	224	0.340902403631106	2.9157088565633e-08	0.002	GO:0051056	regulation of small GTPase mediated signal transduction
304	2573	712	0.340623437526208	4.71430621905504e-22	0	GO:0006955	immune response
100	1421	377	0.338394192239621	8.40599616002063e-10	0	GO:0050877	neurological system process
136	2345	337	0.338158238784972	2.45776867198127e-11	0	GO:0045321	leukocyte activation
69	1914	200	0.338129871836216	6.55991432084797e-07	0.036	GO:0042578	phosphoric ester hydrolase activity
87	2580	199	0.336624197194165	1.34836849531332e-07	0.009	GO:0055080	cation homeostasis
98	2299	246	0.336594932743479	1.17527346676392e-08	0	GO:0043408	regulation of MAPK cascade
105	2277	266	0.336266183975374	3.63252772059544e-09	0	GO:0009887	organ morphogenesis
112	2299	282	0.335755712088499	1.29509882808198e-09	0	GO:0000165	MAPK cascade
192	2277	493	0.335567581052079	4.14167699834708e-15	0	GO:2000026	regulation of multicellular organismal development
71	1613	239	0.335483287142464	3.15329128095619e-07	0.02	GO:0032787	monocarboxylic acid metabolic process
118	1498	432	0.330349654038585	9.69555434430223e-11	0	GO:0030182	neuron differentiation
90	2273	230	0.329467637443149	7.08279324989913e-08	0.003	GO:0045597	positive regulation of cell differentiation
115	2142	310	0.328659003859432	1.02529788504731e-09	0	GO:0002764	immune response-regulating signaling pathway
131	1451	498	0.32688585162452	1.45438871157522e-11	0	GO:0022008	neurogenesis
272	2380	690	0.325609856043886	3.9290418155143e-19	0	GO:0006952	defense response
126	1498	466	0.325306672629282	4.50511671737564e-11	0	GO:0048699	generation of neurons
218	1860	682	0.321916171855435	1.59679644412845e-16	0	GO:0048584	positive regulation of response to stimulus
186	2477	456	0.317523939070968	3.41101012569633e-13	0	GO:0000902	cell morphogenesis
236	2299	620	0.317469632100631	1.80837348236593e-16	0	GO:0002682	regulation of immune system process
101	2563	239	0.315656077352722	7.51057888755321e-08	0.003	GO:0008047	enzyme activator activity
