TERM1	INTERACTION	TERM2	KAPPA_SIMILARITY
GO:0015026	kappa	GO:0002253	0.0084
GO:0015026	kappa	GO:0051270	0.011
GO:0015026	kappa	GO:0007416	-0.0037
GO:0015026	kappa	GO:0072376	-0.0043
GO:0015026	kappa	GO:0032101	0.016
GO:0015026	kappa	GO:0030334	0.015
GO:0015026	kappa	GO:1901681	0.029
GO:0015026	kappa	GO:0050808	-0.0051
GO:0015026	kappa	GO:0045202	0.0054
GO:0015026	kappa	GO:0030155	-0.006
GO:0015026	kappa	GO:0007186	0.016
GO:0015026	kappa	GO:0005201	-0.0031
GO:0015026	kappa	GO:0061138	0.069
GO:0015026	kappa	GO:0006955	0.013
GO:0015026	kappa	GO:0007528	-0.0039
GO:0015026	kappa	GO:0002675	-0.0025
GO:0015026	kappa	GO:0043616	-0.0025
GO:0015026	kappa	GO:0072503	0.027
GO:0015026	kappa	GO:0051674	0.0078
GO:0015026	kappa	GO:0048747	-0.0054
GO:0015026	kappa	GO:0019838	0.042
GO:0015026	kappa	GO:0040017	-0.0059
GO:0015026	kappa	GO:0071346	-0.0055
GO:0015026	kappa	GO:0045216	0.015
GO:0015026	kappa	GO:0051046	0.0046
GO:0015026	kappa	GO:0005178	-0.005
GO:0015026	kappa	GO:0005887	0.01
GO:0015026	kappa	GO:0005913	0.059
GO:0015026	kappa	GO:0051249	0.026
GO:0015026	kappa	GO:0004871	0.049
GO:0015026	kappa	GO:0060333	-0.0054
GO:0015026	kappa	GO:0070160	-0.0051
GO:0015026	kappa	GO:0016337	0.011
GO:0015026	kappa	GO:0048729	0.034
GO:0015026	kappa	GO:0014068	-0.0044
GO:0015026	kappa	GO:0002250	0.023
GO:0015026	kappa	GO:0001637	0.3
GO:0015026	kappa	GO:0002768	0.019
GO:0015026	kappa	GO:0030198	-0.0058
GO:0015026	kappa	GO:0050851	-0.0058
GO:0015026	kappa	GO:0031032	-0.0043
GO:0015026	kappa	GO:0031226	0.01
GO:0015026	kappa	GO:0007600	-0.0059
GO:0015026	kappa	GO:0055074	0.028
GO:0015026	kappa	GO:0001944	0.031
GO:0015026	kappa	GO:0090257	-0.0054
GO:0015026	kappa	GO:0002764	0.019
GO:0015026	kappa	GO:0001653	0.19
GO:0015026	kappa	GO:0005576	0.0063
GO:0015026	kappa	GO:0002455	-0.0044
GO:0015026	kappa	GO:0051050	-0.0062
GO:0015026	kappa	GO:0018108	0.014
GO:0015026	kappa	GO:0001655	-0.0059
GO:0015026	kappa	GO:0050865	0.022
GO:0015026	kappa	GO:0032940	-0.00011
GO:0015026	kappa	GO:0060090	0.017
GO:0015026	kappa	GO:0040011	0.015
GO:0015026	kappa	GO:0072507	0.026
GO:0015026	kappa	GO:0016323	-0.0055
GO:0015026	kappa	GO:0005615	0.016
GO:0015026	kappa	GO:0016477	0.0092
GO:0015026	kappa	GO:0034329	0.014
GO:0015026	kappa	GO:0071944	0.0078
GO:0015026	kappa	GO:0070371	0.022
GO:0015026	kappa	GO:0051480	0.045
GO:0015026	kappa	GO:0004713	-0.0057
GO:0015026	kappa	GO:0072001	-0.0058
GO:0015026	kappa	GO:0006959	0.028
GO:0015026	kappa	GO:0004364	-0.0032
GO:0015026	kappa	GO:0005912	0.012
GO:0015026	kappa	GO:0008015	0.0093
GO:0015026	kappa	GO:0002757	0.0093
GO:0015026	kappa	GO:0051146	-0.006
GO:0015026	kappa	GO:0035272	-0.0035
GO:0015026	kappa	GO:0050803	-0.0037
GO:0015026	kappa	GO:0003008	0.0045
GO:0015026	kappa	GO:0030674	0.019
GO:0015026	kappa	GO:0004930	0.085
GO:0015026	kappa	GO:0006937	-0.0052
GO:0015026	kappa	GO:0005923	-0.0051
GO:0015026	kappa	GO:0043296	-0.0053
GO:0015026	kappa	GO:0008528	0.19
GO:0015026	kappa	GO:0019199	0.063
GO:0015026	kappa	GO:0060089	0.049
GO:0015026	kappa	GO:0044459	0.012
GO:0015026	kappa	GO:0030595	0.025
GO:0015026	kappa	GO:0034330	0.012
GO:0015026	kappa	GO:0031589	-0.0058
GO:0015026	kappa	GO:0005578	0.027
GO:0015026	kappa	GO:0002684	0.013
GO:0015026	kappa	GO:0022603	0.0079
GO:0015026	kappa	GO:0009986	0.066
GO:0015026	kappa	GO:0042692	-0.0061
GO:0015026	kappa	GO:0040012	0.012
GO:0015026	kappa	GO:0043410	0.02
GO:0015026	kappa	GO:0070374	0.039
GO:0015026	kappa	GO:0022612	0.072
GO:2000147	kappa	GO:0060326	0.34
GO:2000147	kappa	GO:0005911	0.058
GO:2000147	kappa	GO:0044420	0.0014
GO:2000147	kappa	GO:0004888	0.078
GO:2000147	kappa	GO:0003823	-0.015
GO:2000147	kappa	GO:0019724	0.025
GO:2000147	kappa	GO:0004714	0.041
GO:2000147	kappa	GO:0050866	0.038
GO:2000147	kappa	GO:0050867	0.11
GO:2000147	kappa	GO:0070372	0.19
GO:2000147	kappa	GO:0014066	0.13
GO:2000147	kappa	GO:2000145	0.69
GO:2000147	kappa	GO:0043062	0.13
GO:2000147	kappa	GO:0007631	-0.0073
GO:2000147	kappa	GO:0050778	0.077
GO:2000147	kappa	GO:0004950	0.046
GO:2000147	kappa	GO:0038023	0.071
GO:2000147	kappa	GO:0050663	0.087
GO:2000147	kappa	GO:0002253	0.064
GO:2000147	kappa	GO:0051270	0.64
GO:2000147	kappa	GO:0007416	0.0083
GO:2000147	kappa	GO:0072376	0.0045
GO:2000147	kappa	GO:0032101	0.23
GO:2000147	kappa	GO:0030334	0.73
GO:2000147	kappa	GO:1901681	0.032
GO:2000147	kappa	GO:0050808	0.0097
GO:2000147	kappa	GO:0045202	0.028
GO:2000147	kappa	GO:0030155	0.3
GO:2000147	kappa	GO:0007186	0.064
GO:2000147	kappa	GO:0005201	-0.0054
GO:2000147	kappa	GO:0061138	0.13
GO:2000147	kappa	GO:0006955	0.072
GO:2000147	kappa	GO:0007528	0.0072
GO:2000147	kappa	GO:0002675	0.03
GO:2000147	kappa	GO:0043616	-0.0039
GO:2000147	kappa	GO:0072503	0.13
GO:2000147	kappa	GO:0051674	0.39
GO:2000147	kappa	GO:0048747	0.078
GO:2000147	kappa	GO:0019838	0.071
GO:2000147	kappa	GO:0040017	0.99
GO:2000147	kappa	GO:0071346	0.035
GO:2000147	kappa	GO:0045216	0.14
GO:2000147	kappa	GO:0051046	0.067
GO:2000147	kappa	GO:0005178	0.14
GO:2000147	kappa	GO:0005887	0.045
GO:2000147	kappa	GO:0005913	-0.01
GO:2000147	kappa	GO:0051249	0.067
GO:2000147	kappa	GO:0004871	0.079
GO:2000147	kappa	GO:0060333	0.0037
GO:2000147	kappa	GO:0070160	0.022
GO:2000147	kappa	GO:0016337	0.12
GO:2000147	kappa	GO:0048729	0.097
GO:2000147	kappa	GO:0014068	0.14
GO:2000147	kappa	GO:0002250	0.061
GO:2000147	kappa	GO:0001637	0.046
GO:2000147	kappa	GO:0002768	0.098
GO:2000147	kappa	GO:0030198	0.13
GO:2000147	kappa	GO:0050851	0.089
GO:2000147	kappa	GO:0031032	0.035
GO:2000147	kappa	GO:0031226	0.051
GO:2000147	kappa	GO:0007600	0.01
GO:2000147	kappa	GO:0055074	0.13
GO:2000147	kappa	GO:0001944	0.17
GO:2000147	kappa	GO:0090257	0.04
GO:2000147	kappa	GO:0002764	0.075
GO:2000147	kappa	GO:0001653	0.052
GO:2000147	kappa	GO:0005576	0.051
GO:2000147	kappa	GO:0002455	0.019
GO:2000147	kappa	GO:0051050	0.18
GO:2000147	kappa	GO:0018108	0.22
GO:2000147	kappa	GO:0001655	0.069
GO:2000147	kappa	GO:0050865	0.089
GO:2000147	kappa	GO:0032940	0.063
GO:2000147	kappa	GO:0060090	-0.0053
GO:2000147	kappa	GO:0040011	0.3
GO:2000147	kappa	GO:0072507	0.12
GO:2000147	kappa	GO:0016323	0.013
GO:2000147	kappa	GO:0005615	0.13
GO:2000147	kappa	GO:0016477	0.41
GO:2000147	kappa	GO:0034329	0.16
GO:2000147	kappa	GO:0071944	0.026
GO:2000147	kappa	GO:0070371	0.24
GO:2000147	kappa	GO:0051480	0.13
GO:2000147	kappa	GO:0004713	0.1
GO:2000147	kappa	GO:0072001	0.069
GO:2000147	kappa	GO:0006959	0.044
GO:2000147	kappa	GO:0004364	-0.0059
GO:2000147	kappa	GO:0005912	0.075
GO:2000147	kappa	GO:0008015	0.099
GO:2000147	kappa	GO:0002757	0.064
GO:2000147	kappa	GO:0051146	0.097
GO:2000147	kappa	GO:0035272	0.059
GO:2000147	kappa	GO:0050803	0.0083
GO:2000147	kappa	GO:0003008	0.043
GO:2000147	kappa	GO:0030674	-0.015
GO:2000147	kappa	GO:0004930	0.039
GO:2000147	kappa	GO:0006937	0.021
GO:2000147	kappa	GO:0005923	0.022
GO:2000147	kappa	GO:0043296	0.03
GO:2000147	kappa	GO:0008528	0.052
GO:2000147	kappa	GO:0019199	0.053
GO:2000147	kappa	GO:0060089	0.079
GO:2000147	kappa	GO:0044459	0.068
GO:2000147	kappa	GO:0030595	0.31
GO:2000147	kappa	GO:0034330	0.14
GO:2000147	kappa	GO:0031589	0.22
GO:2000147	kappa	GO:0005578	0.03
GO:2000147	kappa	GO:0002684	0.14
GO:2000147	kappa	GO:0022603	0.18
GO:2000147	kappa	GO:0009986	0.14
GO:2000147	kappa	GO:0042692	0.073
GO:2000147	kappa	GO:0040012	0.67
GO:2000147	kappa	GO:0043410	0.18
GO:2000147	kappa	GO:0070374	0.18
GO:2000147	kappa	GO:0022612	0.077
GO:0060326	kappa	GO:0005911	0.0071
GO:0060326	kappa	GO:0044420	-0.012
GO:0060326	kappa	GO:0004888	0.062
GO:0060326	kappa	GO:0003823	-0.013
GO:0060326	kappa	GO:0019724	0.076
GO:0060326	kappa	GO:0004714	0.041
GO:0060326	kappa	GO:0050866	0.044
GO:0060326	kappa	GO:0050867	0.12
GO:0060326	kappa	GO:0070372	0.2
GO:0060326	kappa	GO:0014066	0.026
GO:0060326	kappa	GO:2000145	0.26
GO:0060326	kappa	GO:0043062	0.015
GO:0060326	kappa	GO:0007631	-0.0069
GO:0060326	kappa	GO:0050778	0.087
GO:0060326	kappa	GO:0004950	0.15
GO:0060326	kappa	GO:0038023	0.06
GO:0060326	kappa	GO:0050663	0.13
GO:0060326	kappa	GO:0002253	0.072
GO:0060326	kappa	GO:0051270	0.25
GO:0060326	kappa	GO:0007416	0.016
GO:0060326	kappa	GO:0072376	0.034
GO:0060326	kappa	GO:0032101	0.3
GO:0060326	kappa	GO:0030334	0.28
GO:0060326	kappa	GO:1901681	0.053
GO:0060326	kappa	GO:0050808	0.0033
GO:0060326	kappa	GO:0045202	0.0054
GO:0060326	kappa	GO:0030155	0.14
GO:0060326	kappa	GO:0007186	0.074
GO:0060326	kappa	GO:0005201	-0.0051
GO:0060326	kappa	GO:0061138	0.081
GO:0060326	kappa	GO:0006955	0.073
GO:0060326	kappa	GO:0007528	-0.0081
GO:0060326	kappa	GO:0002675	0.074
GO:0060326	kappa	GO:0043616	-0.0037
GO:0060326	kappa	GO:0072503	0.13
GO:0060326	kappa	GO:0051674	0.26
GO:0060326	kappa	GO:0048747	0.031
GO:0060326	kappa	GO:0019838	0.047
GO:0060326	kappa	GO:0040017	0.36
GO:0060326	kappa	GO:0071346	0.026
GO:0060326	kappa	GO:0045216	0.07
GO:0060326	kappa	GO:0051046	0.062
GO:0060326	kappa	GO:0005178	0.1
GO:0060326	kappa	GO:0005887	0.049
GO:0060326	kappa	GO:0005913	-0.0095
GO:0060326	kappa	GO:0051249	0.095
GO:0060326	kappa	GO:0004871	0.037
GO:0060326	kappa	GO:0060333	-0.018
GO:0060326	kappa	GO:0070160	0.021
GO:0060326	kappa	GO:0016337	0.088
GO:0060326	kappa	GO:0048729	0.049
GO:0060326	kappa	GO:0014068	0.033
GO:0060326	kappa	GO:0002250	0.11
GO:0060326	kappa	GO:0001637	0.15
GO:0060326	kappa	GO:0002768	0.052
GO:0060326	kappa	GO:0030198	0.015
GO:0060326	kappa	GO:0050851	0.087
GO:0060326	kappa	GO:0031032	0.012
GO:0060326	kappa	GO:0031226	0.047
GO:0060326	kappa	GO:0007600	0.038
GO:0060326	kappa	GO:0055074	0.15
GO:0060326	kappa	GO:0001944	0.1
GO:0060326	kappa	GO:0090257	0.031
GO:0060326	kappa	GO:0002764	0.058
GO:0060326	kappa	GO:0001653	0.13
GO:0060326	kappa	GO:0005576	0.044
GO:0060326	kappa	GO:0002455	0.055
GO:0060326	kappa	GO:0051050	0.091
GO:0060326	kappa	GO:0018108	0.16
GO:0060326	kappa	GO:0001655	-0.0031
GO:0060326	kappa	GO:0050865	0.089
GO:0060326	kappa	GO:0032940	0.073
GO:0060326	kappa	GO:0060090	-0.022
GO:0060326	kappa	GO:0040011	0.2
GO:0060326	kappa	GO:0072507	0.14
GO:0060326	kappa	GO:0016323	0.012
GO:0060326	kappa	GO:0005615	0.14
GO:0060326	kappa	GO:0016477	0.29
GO:0060326	kappa	GO:0034329	0.053
GO:0060326	kappa	GO:0071944	0.019
GO:0060326	kappa	GO:0070371	0.18
GO:0060326	kappa	GO:0051480	0.14
GO:0060326	kappa	GO:0004713	0.047
GO:0060326	kappa	GO:0072001	4e-04
GO:0060326	kappa	GO:0006959	0.085
GO:0060326	kappa	GO:0004364	-0.0056
GO:0060326	kappa	GO:0005912	0.011
GO:0060326	kappa	GO:0008015	0.059
GO:0060326	kappa	GO:0002757	0.071
GO:0060326	kappa	GO:0051146	0.037
GO:0060326	kappa	GO:0035272	-0.0065
GO:0060326	kappa	GO:0050803	0.016
GO:0060326	kappa	GO:0003008	0.013
GO:0060326	kappa	GO:0030674	-0.021
GO:0060326	kappa	GO:0004930	0.095
GO:0060326	kappa	GO:0006937	0.037
GO:0060326	kappa	GO:0005923	0.021
GO:0060326	kappa	GO:0043296	0.016
GO:0060326	kappa	GO:0008528	0.13
GO:0060326	kappa	GO:0019199	0.037
GO:0060326	kappa	GO:0060089	0.037
GO:0060326	kappa	GO:0044459	0.051
GO:0060326	kappa	GO:0030595	0.88
GO:0060326	kappa	GO:0034330	0.059
GO:0060326	kappa	GO:0031589	0.14
GO:0060326	kappa	GO:0005578	0.016
GO:0060326	kappa	GO:0002684	0.15
GO:0060326	kappa	GO:0022603	0.069
GO:0060326	kappa	GO:0009986	0.12
GO:0060326	kappa	GO:0042692	0.023
GO:0060326	kappa	GO:0040012	0.26
GO:0060326	kappa	GO:0043410	0.15
GO:0060326	kappa	GO:0070374	0.18
GO:0060326	kappa	GO:0022612	0.0029
GO:0005911	kappa	GO:0044420	0.00081
GO:0005911	kappa	GO:0004888	-0.0096
GO:0005911	kappa	GO:0003823	-0.015
GO:0005911	kappa	GO:0019724	-0.012
GO:0005911	kappa	GO:0004714	-0.0074
GO:0005911	kappa	GO:0050866	-0.012
GO:0005911	kappa	GO:0050867	-0.005
GO:0005911	kappa	GO:0070372	0.0026
GO:0005911	kappa	GO:0014066	-0.0015
GO:0005911	kappa	GO:2000145	0.081
GO:0005911	kappa	GO:0043062	0.061
GO:0005911	kappa	GO:0007631	0.0083
GO:0005911	kappa	GO:0050778	-0.0012
GO:0005911	kappa	GO:0004950	-0.0049
GO:0005911	kappa	GO:0038023	-0.011
GO:0005911	kappa	GO:0050663	0.019
GO:0005911	kappa	GO:0002253	-0.0049
GO:0005911	kappa	GO:0051270	0.12
GO:0005911	kappa	GO:0007416	0.054
GO:0005911	kappa	GO:0072376	-0.011
GO:0005911	kappa	GO:0032101	-0.02
GO:0005911	kappa	GO:0030334	0.07
GO:0005911	kappa	GO:1901681	-0.02
GO:0005911	kappa	GO:0050808	0.061
GO:0005911	kappa	GO:0045202	0.093
GO:0005911	kappa	GO:0030155	0.073
GO:0005911	kappa	GO:0007186	-0.0048
GO:0005911	kappa	GO:0005201	-0.0054
GO:0005911	kappa	GO:0061138	0.052
GO:0005911	kappa	GO:0006955	-0.018
GO:0005911	kappa	GO:0007528	0.0065
GO:0005911	kappa	GO:0002675	-0.0039
GO:0005911	kappa	GO:0043616	0.029
GO:0005911	kappa	GO:0072503	0.021
GO:0005911	kappa	GO:0051674	0.08
GO:0005911	kappa	GO:0048747	0.026
GO:0005911	kappa	GO:0019838	-0.0011
GO:0005911	kappa	GO:0040017	0.057
GO:0005911	kappa	GO:0071346	-0.0018
GO:0005911	kappa	GO:0045216	0.37
GO:0005911	kappa	GO:0051046	0.015
GO:0005911	kappa	GO:0005178	0.038
GO:0005911	kappa	GO:0005887	-0.0079
GO:0005911	kappa	GO:0005913	0.3
GO:0005911	kappa	GO:0051249	-0.0068
GO:0005911	kappa	GO:0004871	-0.013
GO:0005911	kappa	GO:0060333	0.0026
GO:0005911	kappa	GO:0070160	0.53
GO:0005911	kappa	GO:0016337	0.18
GO:0005911	kappa	GO:0048729	0.066
GO:0005911	kappa	GO:0014068	0.0033
GO:0005911	kappa	GO:0002250	-0.011
GO:0005911	kappa	GO:0001637	-0.0049
GO:0005911	kappa	GO:0002768	-0.0035
GO:0005911	kappa	GO:0030198	0.061
GO:0005911	kappa	GO:0050851	0.0075
GO:0005911	kappa	GO:0031032	0.048
GO:0005911	kappa	GO:0031226	-0.0093
GO:0005911	kappa	GO:0007600	-0.00035
GO:0005911	kappa	GO:0055074	0.022
GO:0005911	kappa	GO:0001944	0.052
GO:0005911	kappa	GO:0090257	0.062
GO:0005911	kappa	GO:0002764	-0.012
GO:0005911	kappa	GO:0001653	0.0049
GO:0005911	kappa	GO:0005576	-0.017
GO:0005911	kappa	GO:0002455	-0.011
GO:0005911	kappa	GO:0051050	0.056
GO:0005911	kappa	GO:0018108	0.0098
GO:0005911	kappa	GO:0001655	0.048
GO:0005911	kappa	GO:0050865	0.00087
GO:0005911	kappa	GO:0032940	0.026
GO:0005911	kappa	GO:0060090	0.0044
GO:0005911	kappa	GO:0040011	0.075
GO:0005911	kappa	GO:0072507	0.019
GO:0005911	kappa	GO:0016323	0.15
GO:0005911	kappa	GO:0005615	-0.042
GO:0005911	kappa	GO:0016477	0.082
GO:0005911	kappa	GO:0034329	0.35
GO:0005911	kappa	GO:0071944	0.044
GO:0005911	kappa	GO:0070371	0.034
GO:0005911	kappa	GO:0051480	0.019
GO:0005911	kappa	GO:0004713	0.015
GO:0005911	kappa	GO:0072001	0.056
GO:0005911	kappa	GO:0006959	-0.021
GO:0005911	kappa	GO:0004364	-0.0059
GO:0005911	kappa	GO:0005912	0.3
GO:0005911	kappa	GO:0008015	0.061
GO:0005911	kappa	GO:0002757	-0.002
GO:0005911	kappa	GO:0051146	0.016
GO:0005911	kappa	GO:0035272	0.025
GO:0005911	kappa	GO:0050803	0.023
GO:0005911	kappa	GO:0003008	0.047
GO:0005911	kappa	GO:0030674	0.0067
GO:0005911	kappa	GO:0004930	-0.011
GO:0005911	kappa	GO:0006937	0.071
GO:0005911	kappa	GO:0005923	0.53
GO:0005911	kappa	GO:0043296	0.61
GO:0005911	kappa	GO:0008528	0.0049
GO:0005911	kappa	GO:0019199	0.0054
GO:0005911	kappa	GO:0060089	-0.013
GO:0005911	kappa	GO:0044459	0.081
GO:0005911	kappa	GO:0030595	0.0018
GO:0005911	kappa	GO:0034330	0.38
GO:0005911	kappa	GO:0031589	0.075
GO:0005911	kappa	GO:0005578	-0.0088
GO:0005911	kappa	GO:0002684	-0.0055
GO:0005911	kappa	GO:0022603	0.042
GO:0005911	kappa	GO:0009986	0.055
GO:0005911	kappa	GO:0042692	0.025
GO:0005911	kappa	GO:0040012	0.077
GO:0005911	kappa	GO:0043410	0.049
GO:0005911	kappa	GO:0070374	-0.0024
GO:0005911	kappa	GO:0022612	0.034
GO:0044420	kappa	GO:0004888	-0.0031
GO:0044420	kappa	GO:0003823	-0.0088
GO:0044420	kappa	GO:0019724	-0.011
GO:0044420	kappa	GO:0004714	-0.0055
GO:0044420	kappa	GO:0050866	0.012
GO:0044420	kappa	GO:0050867	-0.0015
GO:0044420	kappa	GO:0070372	0.014
GO:0044420	kappa	GO:0014066	-0.0089
GO:0044420	kappa	GO:2000145	0.012
GO:0044420	kappa	GO:0043062	0.3
GO:0044420	kappa	GO:0007631	-0.0055
GO:0044420	kappa	GO:0050778	-0.015
GO:0044420	kappa	GO:0004950	-0.004
GO:0044420	kappa	GO:0038023	-0.0057
GO:0044420	kappa	GO:0050663	-0.01
GO:0044420	kappa	GO:0002253	-0.015
GO:0044420	kappa	GO:0051270	0.0094
GO:0044420	kappa	GO:0007416	0.041
GO:0044420	kappa	GO:0072376	-0.0073
GO:0044420	kappa	GO:0032101	0.0062
GO:0044420	kappa	GO:0030334	0.015
GO:0044420	kappa	GO:1901681	0.07
GO:0044420	kappa	GO:0050808	0.02
GO:0044420	kappa	GO:0045202	0.017
GO:0044420	kappa	GO:0030155	0.05
GO:0044420	kappa	GO:0007186	0.017
GO:0044420	kappa	GO:0005201	0.42
GO:0044420	kappa	GO:0061138	0.029
GO:0044420	kappa	GO:0006955	-0.011
GO:0044420	kappa	GO:0007528	0.038
GO:0044420	kappa	GO:0002675	-0.0033
GO:0044420	kappa	GO:0043616	-0.0033
GO:0044420	kappa	GO:0072503	0.0013
GO:0044420	kappa	GO:0051674	0.021
GO:0044420	kappa	GO:0048747	0.014
GO:0044420	kappa	GO:0019838	-0.0088
GO:0044420	kappa	GO:0040017	0.0012
GO:0044420	kappa	GO:0071346	-0.012
GO:0044420	kappa	GO:0045216	0.0056
GO:0044420	kappa	GO:0051046	0.0054
GO:0044420	kappa	GO:0005178	0.15
GO:0044420	kappa	GO:0005887	0.0061
GO:0044420	kappa	GO:0005913	-0.0071
GO:0044420	kappa	GO:0051249	-0.0045
GO:0044420	kappa	GO:0004871	-0.011
GO:0044420	kappa	GO:0060333	-0.011
GO:0044420	kappa	GO:0070160	-0.0099
GO:0044420	kappa	GO:0016337	0.031
GO:0044420	kappa	GO:0048729	0.023
GO:0044420	kappa	GO:0014068	-0.0074
GO:0044420	kappa	GO:0002250	-0.00043
GO:0044420	kappa	GO:0001637	-0.004
GO:0044420	kappa	GO:0002768	-0.015
GO:0044420	kappa	GO:0030198	0.3
GO:0044420	kappa	GO:0050851	-0.013
GO:0044420	kappa	GO:0031032	0.033
GO:0044420	kappa	GO:0031226	0.0055
GO:0044420	kappa	GO:0007600	-0.013
GO:0044420	kappa	GO:0055074	0.0017
GO:0044420	kappa	GO:0001944	0.028
GO:0044420	kappa	GO:0090257	0.013
GO:0044420	kappa	GO:0002764	-0.015
GO:0044420	kappa	GO:0001653	-0.0069
GO:0044420	kappa	GO:0005576	0.099
GO:0044420	kappa	GO:0002455	-0.0074
GO:0044420	kappa	GO:0051050	0.017
GO:0044420	kappa	GO:0018108	0.0045
GO:0044420	kappa	GO:0001655	0.03
GO:0044420	kappa	GO:0050865	-0.0059
GO:0044420	kappa	GO:0032940	0.0083
GO:0044420	kappa	GO:0060090	0.0071
GO:0044420	kappa	GO:0040011	0.023
GO:0044420	kappa	GO:0072507	0.00081
GO:0044420	kappa	GO:0016323	0.035
GO:0044420	kappa	GO:0005615	0.036
GO:0044420	kappa	GO:0016477	0.02
GO:0044420	kappa	GO:0034329	0.039
GO:0044420	kappa	GO:0071944	-0.0021
GO:0044420	kappa	GO:0070371	0.011
GO:0044420	kappa	GO:0051480	-0.012
GO:0044420	kappa	GO:0004713	-0.012
GO:0044420	kappa	GO:0072001	0.036
GO:0044420	kappa	GO:0006959	-0.011
GO:0044420	kappa	GO:0004364	-0.0046
GO:0044420	kappa	GO:0005912	-0.013
GO:0044420	kappa	GO:0008015	-0.013
GO:0044420	kappa	GO:0002757	-0.015
GO:0044420	kappa	GO:0051146	0.013
GO:0044420	kappa	GO:0035272	0.044
GO:0044420	kappa	GO:0050803	0.041
GO:0044420	kappa	GO:0003008	-0.0017
GO:0044420	kappa	GO:0030674	0.0085
GO:0044420	kappa	GO:0004930	-0.011
GO:0044420	kappa	GO:0006937	0.018
GO:0044420	kappa	GO:0005923	-0.0099
GO:0044420	kappa	GO:0043296	-0.011
GO:0044420	kappa	GO:0008528	-0.0069
GO:0044420	kappa	GO:0019199	-0.0067
GO:0044420	kappa	GO:0060089	-0.011
GO:0044420	kappa	GO:0044459	0.0081
GO:0044420	kappa	GO:0030595	-0.011
GO:0044420	kappa	GO:0034330	0.034
GO:0044420	kappa	GO:0031589	0.068
GO:0044420	kappa	GO:0005578	0.71
GO:0044420	kappa	GO:0002684	-0.011
GO:0044420	kappa	GO:0022603	-0.0083
GO:0044420	kappa	GO:0009986	0.0048
GO:0044420	kappa	GO:0042692	0.017
GO:0044420	kappa	GO:0040012	0.011
GO:0044420	kappa	GO:0043410	0.0097
GO:0044420	kappa	GO:0070374	0.023
GO:0044420	kappa	GO:0022612	0.019
GO:0004888	kappa	GO:0003823	0.027
GO:0004888	kappa	GO:0019724	0.041
GO:0004888	kappa	GO:0004714	0.16
GO:0004888	kappa	GO:0050866	0.089
GO:0004888	kappa	GO:0050867	0.084
GO:0004888	kappa	GO:0070372	0.064
GO:0004888	kappa	GO:0014066	0.059
GO:0004888	kappa	GO:2000145	0.082
GO:0004888	kappa	GO:0043062	0.0079
GO:0004888	kappa	GO:0007631	0.028
GO:0004888	kappa	GO:0050778	0.038
GO:0004888	kappa	GO:0004950	0.1
GO:0004888	kappa	GO:0038023	0.87
GO:0004888	kappa	GO:0050663	0.082
GO:0004888	kappa	GO:0002253	0.0098
GO:0004888	kappa	GO:0051270	0.088
GO:0004888	kappa	GO:0007416	0.016
GO:0004888	kappa	GO:0072376	0.011
GO:0004888	kappa	GO:0032101	0.098
GO:0004888	kappa	GO:0030334	0.092
GO:0004888	kappa	GO:1901681	0.029
GO:0004888	kappa	GO:0050808	0.023
GO:0004888	kappa	GO:0045202	-0.0035
GO:0004888	kappa	GO:0030155	0.00046
GO:0004888	kappa	GO:0007186	0.22
GO:0004888	kappa	GO:0005201	-0.0055
GO:0004888	kappa	GO:0061138	0.053
GO:0004888	kappa	GO:0006955	0.061
GO:0004888	kappa	GO:0007528	0.014
GO:0004888	kappa	GO:0002675	0.033
GO:0004888	kappa	GO:0043616	0.021
GO:0004888	kappa	GO:0072503	0.093
GO:0004888	kappa	GO:0051674	0.067
GO:0004888	kappa	GO:0048747	-0.0045
GO:0004888	kappa	GO:0019838	0.11
GO:0004888	kappa	GO:0040017	0.077
GO:0004888	kappa	GO:0071346	0.057
GO:0004888	kappa	GO:0045216	-0.024
GO:0004888	kappa	GO:0051046	0.063
GO:0004888	kappa	GO:0005178	0.014
GO:0004888	kappa	GO:0005887	0.31
GO:0004888	kappa	GO:0005913	0.00047
GO:0004888	kappa	GO:0051249	0.088
GO:0004888	kappa	GO:0004871	0.54
GO:0004888	kappa	GO:0060333	0.055
GO:0004888	kappa	GO:0070160	-0.0095
GO:0004888	kappa	GO:0016337	-0.016
GO:0004888	kappa	GO:0048729	0.039
GO:0004888	kappa	GO:0014068	0.067
GO:0004888	kappa	GO:0002250	0.12
GO:0004888	kappa	GO:0001637	0.1
GO:0004888	kappa	GO:0002768	-0.0015
GO:0004888	kappa	GO:0030198	0.0079
GO:0004888	kappa	GO:0050851	0.03
GO:0004888	kappa	GO:0031032	-0.011
GO:0004888	kappa	GO:0031226	0.31
GO:0004888	kappa	GO:0007600	0.019
GO:0004888	kappa	GO:0055074	0.095
GO:0004888	kappa	GO:0001944	0.055
GO:0004888	kappa	GO:0090257	0.024
GO:0004888	kappa	GO:0002764	0.0039
GO:0004888	kappa	GO:0001653	0.22
GO:0004888	kappa	GO:0005576	0.037
GO:0004888	kappa	GO:0002455	0.033
GO:0004888	kappa	GO:0051050	0.041
GO:0004888	kappa	GO:0018108	0.083
GO:0004888	kappa	GO:0001655	-0.0083
GO:0004888	kappa	GO:0050865	0.092
GO:0004888	kappa	GO:0032940	0.03
